sort,Superfam_#,subfam_#,Superfamily,Family,Subfamily,Current_valid_binomen,Author_yr,BCI_BIN,Source_Basset,Source_BOLD,Source_iNat,Source_CanalZone,Source_Literature,Timeframe_Jan2023,Timeframe_Nov2023,Timeframe_Historic
900,77,77,PAPILIONOIDEA,Hesperiidae,Pyrginae,Quadrus cerialis,"(Stoll, 1782)",BOLD:AAA7192,1,1,,,Basset 2015,,,
901,77,77,PAPILIONOIDEA,Hesperiidae,Pyrginae,Quadrus contubernalis,"(Mabille, 1883)",BOLD:AAB6122,1,1,,,Basset 2015,,,
903,77,77,PAPILIONOIDEA,Hesperiidae,Pyrginae,Sostrata bifasciata,"(Ménétriés, 1829)",BOLD:AAA6123,1,1,,,Basset 2015,,,
904,77,77,PAPILIONOIDEA,Hesperiidae,Pyrginae,Staphylus mazans,"(Reakirt, 1867)",,1,,,,Basset 2015,,,
905,77,77,PAPILIONOIDEA,Hesperiidae,Pyrginae,Staphylus musculus,"(Burmeister, 1875)",,1,,,,Basset 2015,,,
906,77,77,PAPILIONOIDEA,Hesperiidae,Pyrginae,Telemiades amphion,"(Geyer, 1832)",,1,,,,Basset 2015,,,
907,77,77,PAPILIONOIDEA,Hesperiidae,Pyrginae,Telemiades antiope,"(Plötz, 1882)",BOLD:AAA5038,1,1,,,Basset 2015,,,
908,77,77,PAPILIONOIDEA,Hesperiidae,Pyrginae,Telemiades megallus,"Mabille, 1888",BOLD:ABU7971,1,1,,,Basset 2015,,,
909,77,77,PAPILIONOIDEA,Hesperiidae,Pyrginae,Xenophanes tryxus,"(Stoll, 1780)",BOLD:AAB0382,1,1,,,Basset 2015,,,
910,77,77,PAPILIONOIDEA,Hesperiidae,Pyrrhopyginae,Myscelus assaricus,"(Cramer, 1779)",BOLD:AAC2517,1,1,,,Basset 2015,,,
911,77,77,PAPILIONOIDEA,Hesperiidae,Pyrrhopyginae,Melanopyge erythrosticta,"(Godman & Salvin, 1879)",BOLD:AAE1986,1,1,,,Basset 2015,,,
912,77,77,PAPILIONOIDEA,Hesperiidae,Pyrrhopyginae,Pyrrhopyge thericles,"(Mabille, 1891)",BOLD:AAA8771,1,1,,,Basset 2015,,,
913,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Eurybia cyclopia,"Stichel, 1910",BOLD:AAJ0436,1,1,,,Basset 2015,,,
914,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Eurybia lycisca,"Westwood, 1851",BOLD:AAC7009,1,1,,,Basset 2015,,,
915,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Eurybia patrona,"Weymer, 1875",BOLD:AAJ0435,1,1,,,Basset 2015,,,
916,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Sarota acantus,,,,,1,,,,1,
917,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Anteros allectus,"Westwood, 1851",BOLD:AAF2471,1,1,,,Basset 2015,,,
918,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Anteros renaldus,"(Stoll, 1790)",BOLD:AAC8511,1,1,,,Basset 2015,,,
919,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Argyrogrammana crocea,"(Godman & Salvin, 1878)",BOLD:AAM0485,1,1,,,Basset 2015,,,
920,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Emesis aurimna,"(Boisduval, 1870)",BOLD:ABU7937,1,1,,,Basset 2015,,,
921,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Emesis cerea,"(Linnaeus, 1767)",,1,,,,Basset 2015,,,
922,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Emesis fatimella,"Westwood, 1851",,1,,,,Basset 2015,,,
923,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Emesis liodes,"Godman & Salvin, 1886",,1,,,,Basset 2015,,,
924,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Emesis lucinda,"(Cramer, 1775)",,1,,,,Basset 2015,,,
925,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Emesis mandana,"(Cramer, 1780)",BOLD:AAA8843,1,1,,,Basset 2015,,,
926,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Emesis ocypore,"(Geyer, 1837)",,1,,,,Basset 2015,,,
927,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Pachythone gigas,"Godman & Salvin, 1878",BOLD:ACG1855,1,1,,,Basset 2015,,,
928,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Pixus corculum,"(Stichel, 1929)",,1,,,,Basset 2015,,,
929,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Sarota chrysus,"(Stoll, 1782)",BOLD:ABU9973,1,1,,,Basset 2015,,1,
930,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Sarota gyas,"(Cramer, 1775)",BOLD:ACG2109,1,1,,,Basset 2015,,,
931,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Sarota myrtea,"Godman & Salvin, 1886",BOLD:ABU8799,1,1,,,Basset 2015,,,
932,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Sarota neglecta,"Stichel, 1910",,1,,,,Basset 2015,,,
933,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Hyphilaria parthenis,"(Westwood, 1851)",BOLD:AAK3534,1,1,,,Basset 2015,,,
934,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Leucochimona iphias,"Stichel, 1909",BOLD:AAB0366,1,1,,,Basset 2015,,,
935,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Leucochimona lepida,"(Godman & Salvin, 1885)",BOLD:AAB9394,1,1,,,Basset 2015,,,
936,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Leucochimona molina,"(Godman & Salvin, 1885)",BOLD:AAB0365,1,1,,,Basset 2015,,,
937,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Mesosemia esperanza,"Schaus, 1913",BOLD:ABV4268,1,1,,,Basset 2015,,,
938,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Mesosemia hesperina,"Butler, 1874",BOLD:AAD5642,1,1,,,Basset 2015,,,
939,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Mesosemia lamachus,"Hewitson, 1857",BOLD:AAA9232,1,1,,,Basset 2015,,,
940,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Mesosemia telegone,"(Boisduval, 1836)",,1,,,,Basset 2015,,,
941,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Mesosemia zonalis,"Godman & Salvin, 1885",BOLD:AAK7700,1,1,,,Basset 2015,,,
942,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Napaea eucharila,"(Bates, 1867)",BOLD:AAA5218,1,1,,,Basset 2015,,,
943,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Perophthalma lasus,"Westwood, 1851",BOLD:AAC2787,1,1,,,Basset 2015,,,
944,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Perophthalma tullius,"(Fabricius, 1787)",BOLD:AAE6191,1,1,,,Basset 2015,,,
945,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Calospila cilissa,"(Hewitson, 1863)",,1,,,,Basset 2015,,,
946,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Calospila lucianus,"(Fabricius, 1793)",,1,,,,Basset 2015,,,
947,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Calospila pelarge,"(Godman & Salvin, 1878)",BOLD:ACG0098,1,1,,,Basset 2015,,,
948,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Hypophylla martia,"(Godman, 1903)",BOLD:ABV5682,1,1,,,Basset 2015,,,
949,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Hypophylla zeurippa,"Boisduval, 1836",,1,,,,Basset 2015,,,
950,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Juditha caucana,"(Stichel, 1911)",BOLD:AAB0292,1,1,,,Basset 2015,,,
951,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Juditha molpe,"(Hübner, 1808)",,1,,,,Basset 2015,,,
952,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Juditha odites,"(Cramer, 1775)",,1,,,,Basset 2015,,,
953,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Menander menander,"(Stoll, 1780)",BOLD:AAL6965,1,1,,,Basset 2015,,,
954,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Nymphidium azanoides,"Butler, 1867",,1,,,,Basset 2015,,,
955,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Nymphidium baeotia,"Hewitson, 1853",,1,,,,Basset 2015,,,
956,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Nymphidium haematostictum,"Godman & Salvin, 1878",BOLD:AAK4283,1,1,,,Basset 2015,,,
957,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Nymphidium mantus,"(Cramer, 1775)",BOLD:AAK4282,1,1,,,Basset 2015,,,
958,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Periplacis glaucoma,"Geyer, 1837",BOLD:ABV5722,1,1,,,Basset 2015,,,
959,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Rodinia calphurnia,"(Saunders, 1850)",BOLD:ABV4506,1,1,,,Basset 2015,,,
960,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Synargis mycone,"(Hewitson, 1865)",BOLD:AAB3448,1,1,,,Basset 2015,,,
961,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Theope basilea,"Bates, 1866",,1,,,,Basset 2015,,,
962,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Theope foliorum,"Bates, 1868",,1,,,,Basset 2015,,,
963,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Theope leucanthe,"Bates, 1868",,1,,,,Basset 2015,,,
964,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Theope lycaenina,"Bates, 1868",,1,,,,Basset 2015,,,
965,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Theope matuta,"Godman & Salvin, 1897",BOLD:AAW6554,1,1,,,Basset 2015,,,
966,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Theope speciosa,"Godman & Salvin, 1897",,1,,,,Basset 2015,,,
967,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Theope virgilius,"(Fabricius, 1793)",BOLD:ACG1424,1,1,,,Basset 2015,,,
968,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Thisbe irenea,"(Stoll, 1780)",BOLD:AAA6590,1,1,,,Basset 2015,,,
969,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Zelotaea phasma,"Bates, 1868",,1,,,,Basset 2015,,,
970,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Ancyluris inca,"(Saunders, 1850)",BOLD:ACE8263,1,1,,,Basset 2015,,,
971,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Calephelis borealis,"(Grote & Robinson, 1866)",BOLD:ACG0052,1,1,,,Basset 2015,,,
972,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Calephelis iris,"(Staudinger, 1876)",BOLD:AAB9182,1,1,,,Basset 2015,,,
973,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Calephelis laverna,"(Godman & Salvin, 1886)",,1,,,,Basset 2015,,,
974,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Calephelis schausi,"McAlpine, 1971",,1,,,,Basset 2015,,,
975,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Calephelis velutina,"(Godman & Salvin, 1878)",,1,,,,Basset 2015,,,
976,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Calephelis virginiensis,"(Guérin-Méneville, 1831)",,1,,,,Basset 2015,,,
977,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Caria mantinea,"(C. & R. Felder, 1861)",,1,,,,Basset 2015,,,
978,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Caria rhacotis,"(Godman & Salvin, 1878)",BOLD:AAB1318,1,1,,,Basset 2015,,,
979,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Chamaelimnas cydonia,"Stichel, 1910",,1,,,,Basset 2015,,,
980,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Detritivora argyrea,"(Bates, 1868)",,1,,,,Basset 2015,,,
981,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Detritivora cleonus,"(Stoll, 1781)",,1,,,,Basset 2015,,,
982,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Detritivora hermodora,"(C. & R. Felder, 1861)",BOLD:ABZ3440,1,1,,,Basset 2015,,,
983,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Detritivora zama,"(Bates, 1868)",,1,,,,Basset 2015,,,
984,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Ithomeis eulema,"Hewitson, 1870",,1,,,,Basset 2015,,,
985,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Metacharis victrix,"(Hewitson, 1870)",BOLD:AAB3650,1,1,,,Basset 2015,,,
986,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Rhetus arcius,"(Linnaeus, 1763)",,1,,,,Basset 2015,,,
987,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Chimastrum argentea,"(Bates, 1866)",,1,,,,Basset 2015,,,
988,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Mesene phareus,"(Cramer, 1777)",BOLD:AAC8680,1,1,,,Basset 2015,,,
989,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Mesene silaris,"Godman & Salvin, 1878",BOLD:ABV4299,1,1,,,Basset 2015,,,
990,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Mesenopsis bryaxis,"(Hewitson, 1870)",,1,,,,Basset 2015,,,
991,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Mesenopsis melanochlora,"(Godman & Salvin, 1878)",BOLD:AAG3714,1,1,,,Basset 2015,,,
992,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Symmachia accusatrix,"Westwood, 1851",,1,,,,Basset 2015,,,
993,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Symmachia leena,"Hewitson, 1870",BOLD:AAK1005,1,1,,,Basset 2015,,,
994,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Symmachia rubina,"Bates, 1866",BOLD:AAC1128,1,1,,,Basset 2015,,,
995,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Symmachia tricolor,"Hewitson, 1867",BOLD:AAB4603,1,1,,,Basset 2015,,,
996,77,77,PAPILIONOIDEA,Riodinidae,Riodininae,Symmachia xypete,"(Hewitson, 1870)",BOLD:AAB1226,1,1,,,Basset 2015,,,
997,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Cithaerias pireta,"(Stoll, 1780)",BOLD:AAE2727,1,1,,,Basset 2015,,1,
998,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Pierella helvina,"(Hewitson, 1859)",,1,,,,Basset 2015,,,
999,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Pierella luna,"(Fabricius, 1793)",BOLD:ACF1280,1,1,,,Basset 2015,,,
1000,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Caeruleuptychia scopulata,"(Godman, 1905)",BOLD:AAW8487,1,1,,,Basset 2015,,,
1001,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Chloreuptychia arnaca,"(Fabricius, 1776)",BOLD:ABZ1084,1,1,,,Basset 2015,,,
1002,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Cissia confusa,"(Staudinger, 1887)",BOLD:AAE2776,1,1,,,Basset 2015,,,
1003,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Cissia labe,"(Butler, 1870)",BOLD:AAZ5175,1,1,,,Basset 2015,,,
1004,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Cissia pompilia,"(C. & R. Felder, 1867)",BOLD:AAA8577,1,1,,,Basset 2015,,,
1005,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Cissia pseudoconfusa,"Singer, DeVries & Ehrlich, 1983",BOLD:AAC4260,1,1,,,Basset 2015,,,
1007,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Cissia terrestris,"(Butler, 1867)",BOLD:AAC8345,1,1,,,Basset 2015,,,
1008,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Euptychia westwoodi,"Butler, 1867",BOLD:AAD8475,1,1,,,Basset 2015,1,,
1009,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Harjesia oreba,"(Butler, 1870)",BOLD:AAL9963,1,1,,,Basset 2015,,,
1010,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Hermeuptychia hermes,"(Fabricius, 1775)",BOLD:ABY9062,1,1,,,Basset 2015,,,
1011,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Hermeuptychia maimoune,"(Butler, 1870)",BOLD:AAC8346,1,1,,,Basset 2015,,,
1013,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Magneuptychia agnata,"(Schaus, 1913)",BOLD:AAE7827,1,1,,,Basset 2015,,,
1014,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Magneuptychia inani,"(Staudinger, 1886)",,1,,,,Basset 2015,,,
1015,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Magneuptychia libye,"(Linnaeus, 1767)",BOLD:AAA8579,1,1,,,Basset 2015,,1,
1016,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Megeuptychia antonoe,"(Cramer, 1775)",BOLD:AAC1346,1,1,,,Basset 2015,,,
1017,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Pareuptychia metaleuca,"(Boisduval, 1870)",BOLD:AAA8574,1,1,,,Basset 2015,,,
1018,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Pareuptychia ocirrhoe,"(Sulzer, 1776)",,1,,,,Basset 2015,,,
1019,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Pedaliodes triaria,"Godman & Salvin, 1878",,1,,,,Basset 2015,,,
1020,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Taygetis kerea,"Butler, 1869",BOLD:AAA8572,1,1,,,Basset 2015,,,
1021,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Taygetis laches,"(Fabricius, 1793)",BOLD:ACF5382,1,1,,,Basset 2015,,,
1022,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Taygetis leuctra,"Butler, 1870",BOLD:AAE1568,1,1,,,Basset 2015,,,
1023,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Taygetis sosis,"Hopffer, 1874",BOLD:ACB5478,1,1,,,Basset 2015,,,
1024,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Taygetis uncinata,"Weymer, 1907",,1,,,,Basset 2015,,,
1025,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Taygetis uzza,"Butler, 1869",BOLD:AAK0821,1,1,,,Basset 2015,,,
1026,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Taygetis virgilia,"(Cramer, 1776)",,1,,,,Basset 2015,,,
1027,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Taygetomorpha celia,"(Cramer, 1779)",BOLD:ACB4747,1,1,,,Basset 2015,,,
1028,77,77,PAPILIONOIDEA,Nymphalidae,Satyrinae,Yphthimoides renata,"(Stoll, 1780)",BOLD:AAA8578,1,1,,,Basset 2015,,,
1029,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Allosmaitia strophius,"(Godart, 1824)",BOLD:ABA2426,1,1,,,Basset 2015,,,
1030,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Arawacus aetolus,"(Sulzer, 1776)",,1,,,,Basset 2015,,,
1031,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Arawacus leucogyna,"(C. & R. Felder, 1865)",,1,,,,Basset 2015,,,
1032,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Arawacus lincoides,"(Draudt, 1917)",BOLD:ABY8292,1,1,,,Basset 2015,,,
1033,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Arawacus togarna,"(Hewitson, 1867)",BOLD:AAB2047,1,1,,,Basset 2015,,,
1034,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Arcas ducalis,"(Westwood, 1852)",,1,,,,Basset 2015,,,
1035,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Arcas imperialis,"(Cramer, 1775)",,1,,,,Basset 2015,,,
1036,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Arumecla galliena,"(Hewitson, 1877)",BOLD:AAK0194,1,1,,,Basset 2015,,,
1037,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Atlides bacis,"(Godman & Salvin, 1887)",,1,,,,Basset 2015,,,
1038,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Atlides inachus,"(Cramer, 1775)",,1,,,,Basset 2015,,,
1039,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Bistonina erema,"(Hewitson, 1867)",,1,,,,Basset 2015,,,
1040,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Brangas teucria,"(Hewitson, 1868)",,1,,,,Basset 2015,,,
1041,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Calycopis atnius,"(Herrich-Schäffer, 1858)",BOLD:ACP9697,1,1,,,Basset 2015,,,
1042,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Calycopis bactra,"(Hewitson, 1877)",,1,,,,Basset 2015,,,
1043,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Calycopis cerata,"(Hewitson, 1877)",BOLD:AAB2894,1,1,,,Basset 2015,,,
1044,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Calycopis demonassa,"(Hewitson, 1868)",BOLD:AAD6220,1,1,,,Basset 2015,,,
1045,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Calycopis drusilla,"W.D. Field, 1967",BOLD:ABY7335,1,1,,,Basset 2015,,,
1046,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Calycopis isobeon,"(Butler & Druce, 1872)",,1,,,,Basset 2015,,,
1047,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Calycopis orcillula,"(Strand, 1916)",BOLD:AAK1563,1,1,,,Basset 2015,,,
1048,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Calycopis origo,"(Godman & Salvin, 1887)",BOLD:AAB0843,1,1,,,Basset 2015,,,
1049,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Calycopis pisis,"(Godman & Salvin, 1887)",BOLD:AAF7390,1,1,,,Basset 2015,,,
1050,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Calycopis thama,"(Hewitson, 1877)",BOLD:AAI6921,1,1,,,Basset 2015,,,
1051,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Calycopis trebula,"(Hewitson, 1868)",BOLD:AAI6907,1,1,,,Basset 2015,,,
1052,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Calycopis vibulena,"(Hewitson, 1877)",,1,,,,Basset 2015,,,
1053,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Calycopis xeneta,"(Hewitson, 1877)",,1,,,,Basset 2015,,,
1054,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Camissecla melma,"Schaus, 1913",BOLD:AAG9093,1,1,,,Basset 2015,,,
1055,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Camissecla vespasianus,"(Butler & Druce, 1872)",,1,,,,Basset 2015,,,
1056,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Celmia celmus,"(Cramer, 1775)",BOLD:AAE9389,1,1,,,Basset 2015,,,
1057,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Chalybs hassan,"(Stoll, 1790)",BOLD:AAE8847,1,1,,,Basset 2015,,,
1058,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Chalybs janias,"(Cramer, 1779)",BOLD:ABU9319,1,1,,,Basset 2015,,,
1059,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Cyanophrys fusius,"(Godman & Salvin, 1887)",BOLD:AAI7190,1,1,,,Basset 2015,,,
1060,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Cyanophrys herodotus,"(Fabricius, 1793)",BOLD:ACG1328,1,1,,,Basset 2015,,,
1061,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Erora carla,"(Schaus, 1902)",,1,,,,Basset 2015,,,
1062,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Eumaeus godartii,"(Boisduval, 1870)",BOLD:AAA7742,1,1,,,Basset 2015,,,
1063,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Evenus batesii,"(Hewitson, 1865)",,1,,,,Basset 2015,,,
1064,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Evenus temathea,"(Hewitson, 1865)",BOLD:ABV3371,1,1,,,Basset 2015,,,
1065,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Gargina emessa,"(Hewitson, 1867)",,1,,,,Basset 2015,,,
1066,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Gargina thyesta,"(Hewitson, 1869)",BOLD:AAI7043,1,1,,,Basset 2015,,,
1067,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Iaspis talayra,"(Hewitson, 1868)",,1,,,,Basset 2015,,,
1068,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Iaspis temesa,"(Hewitson, 1868)",,1,,,,Basset 2015,,,
1069,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Ignata norax,"(Godman & Salvin, 1887)",,1,,,,Basset 2015,,,
1070,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Janthecla cydonia,"(Druce, 1890)",,1,,,,Basset 2015,,,
1071,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Janthecla janthina,"(Hewitson, 1867)",BOLD:AAW9132,1,1,,,Basset 2015,,,
1072,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Janthecla rocena,"(Hewitson, 1867)",BOLD:ABV4035,1,1,,,Basset 2015,,,
1073,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Kolana ligurina,"(Hewitson, 1874)",BOLD:AAD4810,1,1,,,Basset 2015,,,
1074,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Kolana lyde,"(Godman & Salvin, 1887)",,1,,,,Basset 2015,,,
1075,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Lamasina ganimedes,"(Cramer, 1775)",,1,,,,Basset 2015,,,
1076,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Lamprospilus coelicolor,"(Butler & Druce, 1872)",BOLD:ABV5755,1,1,,,Basset 2015,,,
1077,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Lamprospilus collucia,"(Hewitson, 1877)",BOLD:AAE6101,1,1,,,Basset 2015,,,
1078,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Magnastigma hirsuta,"(Prittwitz, 1865)",BOLD:AAJ1312,1,1,,,Basset 2015,,,
1079,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Michaelus ira,"(Hewitson, 1867)",,1,,,,Basset 2015,,,
1080,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Michaelus jebus,"(Godart, 1824)",BOLD:AAG5286,1,1,,,Basset 2015,,,
1081,77,77,PAPILIONOIDEA,Lycaenidae,Theclinae,Michaelus phoenissa,"(Hewitson, 1867)",,1,,,,Basset 2015,,,
